;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
3151;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2017;4442;1089
3152;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2018;4473;1066
3153;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2019;4544;1036
3154;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2020;4739;1052
3155;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;4908;1044
3156;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2010;0;0
3157;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2011;0;0
3158;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2012;0;0
3159;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2013;0;0
3160;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2014;0;0
3161;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2015;0;0
3162;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2016;0;0
3163;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2017;0;0
3164;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2018;0;0
3165;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2019;0;0
3166;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2020;0;0
3167;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2021;0;0
3168;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2010;0;0
3169;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2011;0;0
3170;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2012;0;0
3171;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2013;0;0
3172;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2014;0;0
3173;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2015;0;0
3174;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2016;0;0
3175;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2017;0;0
3176;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2018;0;0
3177;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2019;0;0
3178;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2020;0;0
3179;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2021;0;0
3180;Hoger beroepsonderwijs;081 Landbouw;2010;3106;861
3181;Hoger beroepsonderwijs;081 Landbouw;2011;3104;832
3182;Hoger beroepsonderwijs;081 Landbouw;2012;3140;801
3183;Hoger beroepsonderwijs;081 Landbouw;2013;3245;836
3184;Hoger beroepsonderwijs;081 Landbouw;2014;3395;853
3185;Hoger beroepsonderwijs;081 Landbouw;2015;3529;840
3186;Hoger beroepsonderwijs;081 Landbouw;2016;3698;899
3187;Hoger beroepsonderwijs;081 Landbouw;2017;3884;967
3188;Hoger beroepsonderwijs;081 Landbouw;2018;3882;956
3189;Hoger beroepsonderwijs;081 Landbouw;2019;3941;947
3190;Hoger beroepsonderwijs;081 Landbouw;2020;4050;938
3191;Hoger beroepsonderwijs;081 Landbouw;2021;4103;900
3192;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2010;0;0
3193;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2011;0;0
3194;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2012;0;0
3195;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2013;0;0
3196;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2014;0;0
3197;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2015;0;0
3198;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2016;0;0
3199;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2017;0;0
3200;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2018;0;0
3201;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2019;0;0
3202;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2020;0;0
3203;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2021;0;0
3204;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2010;3106;861
3205;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2011;3104;832
3206;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2012;3140;801
3207;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2013;3245;836
3208;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2014;3395;853
3209;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2015;3529;840
3210;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2016;3698;899
3211;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2017;3884;967
3212;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2018;3882;956
3213;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2019;3941;947
3214;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2020;4050;938
3215;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2021;4103;900
3216;Hoger beroepsonderwijs;0812 Tuinbouw;2010;0;0
3217;Hoger beroepsonderwijs;0812 Tuinbouw;2011;0;0
3218;Hoger beroepsonderwijs;0812 Tuinbouw;2012;0;0
3219;Hoger beroepsonderwijs;0812 Tuinbouw;2013;0;0
3220;Hoger beroepsonderwijs;0812 Tuinbouw;2014;0;0
3221;Hoger beroepsonderwijs;0812 Tuinbouw;2015;0;0
3222;Hoger beroepsonderwijs;0812 Tuinbouw;2016;0;0
3223;Hoger beroepsonderwijs;0812 Tuinbouw;2017;0;0
3224;Hoger beroepsonderwijs;0812 Tuinbouw;2018;0;0
3225;Hoger beroepsonderwijs;0812 Tuinbouw;2019;0;0
3226;Hoger beroepsonderwijs;0812 Tuinbouw;2020;0;0
3227;Hoger beroepsonderwijs;0812 Tuinbouw;2021;0;0
3228;Hoger beroepsonderwijs;082 Bosbouw;2010;670;162
3229;Hoger beroepsonderwijs;082 Bosbouw;2011;570;90
3230;Hoger beroepsonderwijs;082 Bosbouw;2012;524;95
3231;Hoger beroepsonderwijs;082 Bosbouw;2013;528;90
3232;Hoger beroepsonderwijs;082 Bosbouw;2014;500;97
3233;Hoger beroepsonderwijs;082 Bosbouw;2015;486;88
3234;Hoger beroepsonderwijs;082 Bosbouw;2016;533;112
3235;Hoger beroepsonderwijs;082 Bosbouw;2017;558;122
3236;Hoger beroepsonderwijs;082 Bosbouw;2018;591;110
3237;Hoger beroepsonderwijs;082 Bosbouw;2019;603;89
3238;Hoger beroepsonderwijs;082 Bosbouw;2020;689;114
3239;Hoger beroepsonderwijs;082 Bosbouw;2021;805;144
3240;Hoger beroepsonderwijs;0821 Bosbouw;2010;670;162
3241;Hoger beroepsonderwijs;0821 Bosbouw;2011;570;90
3242;Hoger beroepsonderwijs;0821 Bosbouw;2012;524;95
3243;Hoger beroepsonderwijs;0821 Bosbouw;2013;528;90
3244;Hoger beroepsonderwijs;0821 Bosbouw;2014;500;97
3245;Hoger beroepsonderwijs;0821 Bosbouw;2015;486;88
3246;Hoger beroepsonderwijs;0821 Bosbouw;2016;533;112
3247;Hoger beroepsonderwijs;0821 Bosbouw;2017;558;122
3248;Hoger beroepsonderwijs;0821 Bosbouw;2018;591;110
3249;Hoger beroepsonderwijs;0821 Bosbouw;2019;603;89
3250;Hoger beroepsonderwijs;0821 Bosbouw;2020;689;114
3251;Hoger beroepsonderwijs;0821 Bosbouw;2021;805;144
3252;Hoger beroepsonderwijs;083 Visserij;2010;0;0
3253;Hoger beroepsonderwijs;083 Visserij;2011;0;0
3254;Hoger beroepsonderwijs;083 Visserij;2012;0;0
3255;Hoger beroepsonderwijs;083 Visserij;2013;0;0
3256;Hoger beroepsonderwijs;083 Visserij;2014;0;0
3257;Hoger beroepsonderwijs;083 Visserij;2015;0;0
3258;Hoger beroepsonderwijs;083 Visserij;2016;0;0
3259;Hoger beroepsonderwijs;083 Visserij;2017;0;0
3260;Hoger beroepsonderwijs;083 Visserij;2018;0;0
3261;Hoger beroepsonderwijs;083 Visserij;2019;0;0
3262;Hoger beroepsonderwijs;083 Visserij;2020;0;0
3263;Hoger beroepsonderwijs;083 Visserij;2021;0;0
3264;Hoger beroepsonderwijs;0831 Visserij;2010;0;0
3265;Hoger beroepsonderwijs;0831 Visserij;2011;0;0
3266;Hoger beroepsonderwijs;0831 Visserij;2012;0;0
3267;Hoger beroepsonderwijs;0831 Visserij;2013;0;0
3268;Hoger beroepsonderwijs;0831 Visserij;2014;0;0
3269;Hoger beroepsonderwijs;0831 Visserij;2015;0;0
3270;Hoger beroepsonderwijs;0831 Visserij;2016;0;0
3271;Hoger beroepsonderwijs;0831 Visserij;2017;0;0
3272;Hoger beroepsonderwijs;0831 Visserij;2018;0;0
3273;Hoger beroepsonderwijs;0831 Visserij;2019;0;0
3274;Hoger beroepsonderwijs;0831 Visserij;2020;0;0
3275;Hoger beroepsonderwijs;0831 Visserij;2021;0;0
3276;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2010;0;0
3277;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2011;0;0
3278;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2012;0;0
3279;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2013;0;0
3280;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2014;0;0
3281;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2015;0;0
3282;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2016;0;0
3283;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2017;0;0
3284;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2018;0;0
3285;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2019;0;0
3286;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2020;0;0
3287;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2021;0;0
3288;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2010;0;0
3289;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2011;0;0
3290;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2012;0;0
3291;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2013;0;0
3292;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2014;0;0
3293;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2015;0;0
3294;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2016;0;0
3295;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2017;0;0
3296;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2018;0;0
3297;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2019;0;0
3298;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2020;0;0
3299;Hoger beroepsonderwijs;0841 Diergeneeskunde en -verzorging;2021;0;0
3300;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2010;76315;19922
3301;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2011;78858;19782
3302;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2012;80672;19824
3303;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2013;85896;21774
3304;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2014;86851;19770
3305;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2015;86242;17994
3306;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2016;87051;18893
3307;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2017;88407;20351
3308;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2018;88551;20705
3309;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2019;90524;21425
3310;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2020;97125;24211
3311;Hoger beroepsonderwijs;09 Gezondheidszorg en welzijn;2021;99387;22288
3312;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2010;0;0
3313;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2011;0;0
3314;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2012;0;0
3315;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2013;0;0
3316;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2014;0;0
3317;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2015;0;0
3318;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2016;0;0
3319;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2017;0;0
3320;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2018;0;0
3321;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2019;0;0
3322;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2020;0;0
3323;Hoger beroepsonderwijs;090 Gezondheidszorg en welzijn z.n.d.;2021;0;0
3324;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2010;0;0
3325;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2011;0;0
3326;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2012;0;0
3327;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2013;0;0
3328;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2014;0;0
3329;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2015;0;0
3330;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2016;0;0
3331;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2017;0;0
3332;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2018;0;0
3333;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2019;0;0
3334;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2020;0;0
3335;Hoger beroepsonderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2021;0;0
3336;Hoger beroepsonderwijs;091 Gezondheidszorg;2010;38238;10465
3337;Hoger beroepsonderwijs;091 Gezondheidszorg;2011;40113;10805
3338;Hoger beroepsonderwijs;091 Gezondheidszorg;2012;42058;11067
3339;Hoger beroepsonderwijs;091 Gezondheidszorg;2013;45971;12619
3340;Hoger beroepsonderwijs;091 Gezondheidszorg;2014;46881;11328
3341;Hoger beroepsonderwijs;091 Gezondheidszorg;2015;47967;11044
3342;Hoger beroepsonderwijs;091 Gezondheidszorg;2016;50023;11934
3343;Hoger beroepsonderwijs;091 Gezondheidszorg;2017;52114;12897
3344;Hoger beroepsonderwijs;091 Gezondheidszorg;2018;53449;13336
3345;Hoger beroepsonderwijs;091 Gezondheidszorg;2019;55613;13750
3346;Hoger beroepsonderwijs;091 Gezondheidszorg;2020;60786;15541
3347;Hoger beroepsonderwijs;091 Gezondheidszorg;2021;63182;14689
3348;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2010;0;0
3349;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2011;0;0
3350;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2012;0;0
3351;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2013;0;0
3352;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2014;0;0
3353;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2015;0;0
3354;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2016;0;0
3355;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2017;0;0
3356;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2018;0;0
3357;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2019;25;5
3358;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2020;32;1
3359;Hoger beroepsonderwijs;0910 Gezondheidszorg z.n.d.;2021;41;8
3360;Hoger beroepsonderwijs;0911 Tandheelkunde;2010;1061;266
3361;Hoger beroepsonderwijs;0911 Tandheelkunde;2011;1060;264
3362;Hoger beroepsonderwijs;0911 Tandheelkunde;2012;1096;263
3363;Hoger beroepsonderwijs;0911 Tandheelkunde;2013;1132;274
3364;Hoger beroepsonderwijs;0911 Tandheelkunde;2014;1182;273
3365;Hoger beroepsonderwijs;0911 Tandheelkunde;2015;1251;267
3366;Hoger beroepsonderwijs;0911 Tandheelkunde;2016;1289;269
3367;Hoger beroepsonderwijs;0911 Tandheelkunde;2017;1300;267
3368;Hoger beroepsonderwijs;0911 Tandheelkunde;2018;1356;258
3369;Hoger beroepsonderwijs;0911 Tandheelkunde;2019;1351;278
3370;Hoger beroepsonderwijs;0911 Tandheelkunde;2020;1478;322
3371;Hoger beroepsonderwijs;0911 Tandheelkunde;2021;1527;270
3372;Hoger beroepsonderwijs;0912 Geneeskunde;2010;345;43
3373;Hoger beroepsonderwijs;0912 Geneeskunde;2011;364;47
3374;Hoger beroepsonderwijs;0912 Geneeskunde;2012;391;48
3375;Hoger beroepsonderwijs;0912 Geneeskunde;2013;377;33
3376;Hoger beroepsonderwijs;0912 Geneeskunde;2014;379;31
3377;Hoger beroepsonderwijs;0912 Geneeskunde;2015;372;35
3378;Hoger beroepsonderwijs;0912 Geneeskunde;2016;426;36
3379;Hoger beroepsonderwijs;0912 Geneeskunde;2017;497;30
3380;Hoger beroepsonderwijs;0912 Geneeskunde;2018;593;43
3381;Hoger beroepsonderwijs;0912 Geneeskunde;2019;677;51
3382;Hoger beroepsonderwijs;0912 Geneeskunde;2020;734;30
3383;Hoger beroepsonderwijs;0912 Geneeskunde;2021;758;33
3384;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2010;13759;3844
3385;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2011;14616;4065
3386;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2012;15721;4331
3387;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2013;18290;5387
3388;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2014;18377;4275
3389;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2015;20189;5074
3390;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2016;22106;5660
3391;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2017;24055;6314
3392;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2018;25165;6365
3393;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2019;27038;6907
3394;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2020;29698;7878
3395;Hoger beroepsonderwijs;0913 Verpleeg- en verloskunde;2021;31464;7798
3396;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2010;6006;1658
3397;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2011;6232;1673
3398;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2012;6541;1769
3399;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2013;7276;2098
3400;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2014;7951;2251
3401;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2015;7795;1860
3402;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2016;8217;2035
3403;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2017;8515;2162
3404;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2018;8796;2317
3405;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2019;8886;2234
3406;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2020;9624;2447
3407;Hoger beroepsonderwijs;0914 Medische diagnostiek en medische...;2021;9609;2057
3408;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2010;16348;4469
3409;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2011;17123;4569
3410;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2012;17631;4541
3411;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2013;18188;4628
3412;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2014;18245;4293
3413;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2015;17634;3632
3414;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2016;17313;3815
3415;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2017;17035;3942
3416;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2018;17081;4241
3417;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2019;17180;4170
3418;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2020;18692;4727
3419;Hoger beroepsonderwijs;0915 Therapie en revalidatie;2021;19222;4394
3420;Hoger beroepsonderwijs;0916 Farmacie;2010;361;92
3421;Hoger beroepsonderwijs;0916 Farmacie;2011;358;94
3422;Hoger beroepsonderwijs;0916 Farmacie;2012;363;66
3423;Hoger beroepsonderwijs;0916 Farmacie;2013;373;100
3424;Hoger beroepsonderwijs;0916 Farmacie;2014;418;125
3425;Hoger beroepsonderwijs;0916 Farmacie;2015;449;127
3426;Hoger beroepsonderwijs;0916 Farmacie;2016;385;63
3427;Hoger beroepsonderwijs;0916 Farmacie;2017;438;120
3428;Hoger beroepsonderwijs;0916 Farmacie;2018;458;112
3429;Hoger beroepsonderwijs;0916 Farmacie;2019;456;105
3430;Hoger beroepsonderwijs;0916 Farmacie;2020;528;136
3431;Hoger beroepsonderwijs;0916 Farmacie;2021;561;129
3432;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2010;358;93
3433;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2011;360;93
3434;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2012;315;49
3435;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2013;335;99
3436;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2014;329;80
3437;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2015;277;49
3438;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2016;287;56
3439;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2017;274;62
3440;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2018;0;0
3441;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2019;0;0
3442;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2020;0;0
3443;Hoger beroepsonderwijs;0917 Traditionele en alternatieve gen...;2021;0;0
3444;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2010;0;0
3445;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2011;0;0
3446;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2012;0;0
3447;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2013;0;0
3448;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2014;0;0
3449;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2015;0;0
3450;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2016;0;0
3451;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2017;0;0
3452;Hoger beroepsonderwijs;0919 Gezondheidszorg overig;2018;0;0
