;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
4827;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2013;1293;353
4828;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2014;1413;396
4829;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2015;1648;488
4830;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2016;1819;463
4831;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2017;1944;506
4832;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2018;2127;522
4833;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2019;2189;478
4834;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2020;2217;446
4835;Wetenschappelijk onderwijs;0711 Scheikundige technologie en proc…;2021;2096;451
4836;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2010;364;113
4837;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2011;496;152
4838;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2012;597;137
4839;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2013;601;128
4840;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2014;591;147
4841;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2015;695;216
4842;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2016;750;230
4843;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2017;887;295
4844;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2018;1002;312
4845;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2019;1136;356
4846;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2020;1240;280
4847;Wetenschappelijk onderwijs;0712 Milieubescherming en milieutechn...;2021;1417;429
4848;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2010;1360;341
4849;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2011;1352;344
4850;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2012;1410;415
4851;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2013;1578;463
4852;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2014;1804;546
4853;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2015;2099;712
4854;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2016;2162;564
4855;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2017;2308;664
4856;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2018;2397;611
4857;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2019;2447;641
4858;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2020;2680;731
4859;Wetenschappelijk onderwijs;0713 Elektro- en energietechniek;2021;2848;770
4860;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2010;1689;392
4861;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2011;1641;386
4862;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2012;1677;446
4863;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2013;1803;457
4864;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2014;2050;562
4865;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2015;2402;679
4866;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2016;2877;854
4867;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2017;3382;987
4868;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2018;4162;1372
4869;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2019;3732;908
4870;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2020;4119;936
4871;Wetenschappelijk onderwijs;0714 Elektronica en industriële autom...;2021;4245;959
4872;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2010;3762;813
4873;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2011;4023;881
4874;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2012;4039;877
4875;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2013;4535;1048
4876;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2014;4769;1039
4877;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2015;5138;1168
4878;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2016;5455;1190
4879;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2017;5634;1254
4880;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2018;5870;1312
4881;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2019;6117;1355
4882;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2020;6535;1526
4883;Wetenschappelijk onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2021;6529;1403
4884;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2010;2799;576
4885;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2011;2942;622
4886;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2012;2885;506
4887;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2013;3007;590
4888;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2014;3213;705
4889;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2015;3453;771
4890;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2016;3426;627
4891;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2017;3392;695
4892;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2018;3395;675
4893;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2019;3471;678
4894;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2020;3558;645
4895;Wetenschappelijk onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2021;3538;668
4896;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2010;3520;730
4897;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2011;3673;708
4898;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2012;3798;695
4899;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2013;3955;676
4900;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2014;3928;679
4901;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2015;3996;682
4902;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2016;3937;726
4903;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2017;4187;942
4904;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2018;4318;885
4905;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2019;4499;906
4906;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2020;4650;868
4907;Wetenschappelijk onderwijs;0719 Techniek en technische dienstver...;2021;4649;821
4908;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2010;555;155
4909;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2011;658;178
4910;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2012;793;195
4911;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2013;984;251
4912;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2014;1166;295
4913;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2015;1291;313
4914;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2016;1362;324
4915;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2017;1442;346
4916;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2018;1491;370
4917;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2019;1449;303
4918;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2020;1468;282
4919;Wetenschappelijk onderwijs;072 Levensmiddelentechnologie- en ...;2021;1446;317
4920;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2010;0;0
4921;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2011;0;0
4922;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2012;0;0
4923;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2013;0;0
4924;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2014;0;0
4925;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2015;0;0
4926;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2016;0;0
4927;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2017;0;0
4928;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2018;0;0
4929;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2019;0;0
4930;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2020;0;0
4931;Wetenschappelijk onderwijs;0720 Levensmiddelentechnologie... z.n.d.;2021;0;0
4932;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2010;419;140
4933;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2011;525;168
4934;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2012;614;180
4935;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2013;711;226
4936;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2014;812;253
4937;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2015;914;275
4938;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2016;1041;306
4939;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2017;1197;329
4940;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2018;1292;358
4941;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2019;1290;291
4942;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2020;1276;270
4943;Wetenschappelijk onderwijs;0721 Levensmiddelentechnologie;2021;1244;303
4944;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2010;0;0
4945;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2011;0;0
4946;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2012;0;0
4947;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2013;0;0
4948;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2014;0;0
4949;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2015;0;0
4950;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2016;0;0
4951;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2017;0;0
4952;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2018;0;0
4953;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2019;0;0
4954;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2020;0;0
4955;Wetenschappelijk onderwijs;0722 Houtbewerking, papier-, kunststo…;2021;0;0
4956;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2010;0;0
4957;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2011;0;0
4958;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2012;0;0
4959;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2013;0;0
4960;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2014;0;0
4961;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2015;0;0
4962;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2016;0;0
4963;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2017;0;0
4964;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2018;0;0
4965;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2019;0;0
4966;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2020;0;0
4967;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2021;0;0
4968;Wetenschappelijk onderwijs;0724 Delfstofwinning;2010;136;15
4969;Wetenschappelijk onderwijs;0724 Delfstofwinning;2011;133;10
4970;Wetenschappelijk onderwijs;0724 Delfstofwinning;2012;179;15
4971;Wetenschappelijk onderwijs;0724 Delfstofwinning;2013;273;25
4972;Wetenschappelijk onderwijs;0724 Delfstofwinning;2014;354;42
4973;Wetenschappelijk onderwijs;0724 Delfstofwinning;2015;377;38
4974;Wetenschappelijk onderwijs;0724 Delfstofwinning;2016;321;18
4975;Wetenschappelijk onderwijs;0724 Delfstofwinning;2017;245;17
4976;Wetenschappelijk onderwijs;0724 Delfstofwinning;2018;199;12
4977;Wetenschappelijk onderwijs;0724 Delfstofwinning;2019;159;12
4978;Wetenschappelijk onderwijs;0724 Delfstofwinning;2020;192;12
4979;Wetenschappelijk onderwijs;0724 Delfstofwinning;2021;202;14
4980;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2010;8859;1724
4981;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2011;8880;1626
4982;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2012;8974;1640
4983;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2013;8876;1571
4984;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2014;8824;1633
4985;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2015;8771;1721
4986;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2016;8689;1732
4987;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2017;9135;2124
4988;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2018;9499;2247
4989;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2019;9695;2084
4990;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2020;10105;2203
4991;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2021;10367;2090
4992;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2010;0;0
4993;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2011;0;0
4994;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2012;0;0
4995;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2013;0;0
4996;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2014;0;0
4997;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2015;0;0
4998;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2016;0;0
4999;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2017;0;0
5000;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2018;0;0
5001;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2019;0;0
5002;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2020;0;0
5003;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2021;0;0
5004;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2010;6400;1287
5005;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2011;6254;1128
5006;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2012;6162;1103
5007;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2013;5754;1018
5008;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2014;5514;1041
5009;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2015;5388;1141
5010;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2016;5199;1133
5011;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2017;5423;1387
5012;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2018;5634;1498
5013;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2019;5889;1405
5014;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2020;6333;1576
5015;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2021;6644;1481
5016;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2010;2459;437
5017;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2011;2626;498
5018;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2012;2812;537
5019;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2013;3122;553
5020;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2014;3310;592
5021;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2015;3383;580
5022;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2016;3490;599
5023;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2017;3712;737
5024;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2018;3865;749
5025;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2019;3806;679
5026;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2020;3772;627
5027;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2021;3723;609
5028;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2010;2871;599
5029;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2011;2958;576
5030;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2012;3007;607
5031;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2013;3089;626
5032;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2014;3164;643
5033;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2015;3234;645
5034;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2016;3333;711
5035;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2017;3539;795
5036;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2018;3715;784
5037;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2019;3889;805
5038;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2020;4150;816
5039;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;4297;849
5040;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2010;0;0
5041;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2011;0;0
5042;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2012;0;0
5043;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2013;0;0
5044;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2014;0;0
5045;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2015;0;0
5046;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2016;0;0
5047;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2017;0;0
5048;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2018;0;0
5049;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2019;0;0
5050;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2020;0;0
5051;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2021;0;0
5052;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2010;0;0
5053;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2011;0;0
5054;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2012;0;0
5055;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2013;0;0
5056;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2014;0;0
5057;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2015;0;0
5058;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2016;0;0
5059;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2017;0;0
5060;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2018;0;0
5061;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2019;0;0
5062;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2020;0;0
5063;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2021;0;0
5064;Wetenschappelijk onderwijs;081 Landbouw;2010;939;322
5065;Wetenschappelijk onderwijs;081 Landbouw;2011;992;292
5066;Wetenschappelijk onderwijs;081 Landbouw;2012;1053;312
5067;Wetenschappelijk onderwijs;081 Landbouw;2013;1137;337
5068;Wetenschappelijk onderwijs;081 Landbouw;2014;1213;356
5069;Wetenschappelijk onderwijs;081 Landbouw;2015;1272;349
5070;Wetenschappelijk onderwijs;081 Landbouw;2016;1352;387
5071;Wetenschappelijk onderwijs;081 Landbouw;2017;1489;479
5072;Wetenschappelijk onderwijs;081 Landbouw;2018;1638;462
5073;Wetenschappelijk onderwijs;081 Landbouw;2019;1707;482
5074;Wetenschappelijk onderwijs;081 Landbouw;2020;1811;449
5075;Wetenschappelijk onderwijs;081 Landbouw;2021;1943;511
5076;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2010;0;0
5077;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2011;0;0
5078;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2012;0;0
5079;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2013;0;0
5080;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2014;0;0
5081;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2015;0;0
5082;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2016;0;0
5083;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2017;0;0
5084;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2018;0;0
5085;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2019;0;0
5086;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2020;0;0
5087;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2021;0;0
5088;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2010;939;322
5089;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2011;992;292
5090;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2012;1053;312
5091;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2013;1137;337
5092;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2014;1213;356
5093;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2015;1272;349
5094;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2016;1352;387
5095;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2017;1489;479
5096;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2018;1638;462
5097;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2019;1707;482
5098;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2020;1811;449
5099;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2021;1943;511
5100;Wetenschappelijk onderwijs;0812 Tuinbouw;2010;0;0
5101;Wetenschappelijk onderwijs;0812 Tuinbouw;2011;0;0
5102;Wetenschappelijk onderwijs;0812 Tuinbouw;2012;0;0
5103;Wetenschappelijk onderwijs;0812 Tuinbouw;2013;0;0
5104;Wetenschappelijk onderwijs;0812 Tuinbouw;2014;0;0
5105;Wetenschappelijk onderwijs;0812 Tuinbouw;2015;0;0
5106;Wetenschappelijk onderwijs;0812 Tuinbouw;2016;0;0
5107;Wetenschappelijk onderwijs;0812 Tuinbouw;2017;0;0
5108;Wetenschappelijk onderwijs;0812 Tuinbouw;2018;0;0
5109;Wetenschappelijk onderwijs;0812 Tuinbouw;2019;0;0
5110;Wetenschappelijk onderwijs;0812 Tuinbouw;2020;0;0
5111;Wetenschappelijk onderwijs;0812 Tuinbouw;2021;0;0
5112;Wetenschappelijk onderwijs;082 Bosbouw;2010;348;85
5113;Wetenschappelijk onderwijs;082 Bosbouw;2011;376;95
5114;Wetenschappelijk onderwijs;082 Bosbouw;2012;393;94
5115;Wetenschappelijk onderwijs;082 Bosbouw;2013;410;88
5116;Wetenschappelijk onderwijs;082 Bosbouw;2014;443;110
5117;Wetenschappelijk onderwijs;082 Bosbouw;2015;441;91
5118;Wetenschappelijk onderwijs;082 Bosbouw;2016;476;115
5119;Wetenschappelijk onderwijs;082 Bosbouw;2017;533;131
5120;Wetenschappelijk onderwijs;082 Bosbouw;2018;562;122
5121;Wetenschappelijk onderwijs;082 Bosbouw;2019;607;116
5122;Wetenschappelijk onderwijs;082 Bosbouw;2020;702;143
5123;Wetenschappelijk onderwijs;082 Bosbouw;2021;747;143
5124;Wetenschappelijk onderwijs;0821 Bosbouw;2010;348;85
5125;Wetenschappelijk onderwijs;0821 Bosbouw;2011;376;95
5126;Wetenschappelijk onderwijs;0821 Bosbouw;2012;393;94
5127;Wetenschappelijk onderwijs;0821 Bosbouw;2013;410;88
5128;Wetenschappelijk onderwijs;0821 Bosbouw;2014;443;110
5129;Wetenschappelijk onderwijs;0821 Bosbouw;2015;441;91
5130;Wetenschappelijk onderwijs;0821 Bosbouw;2016;476;115
5131;Wetenschappelijk onderwijs;0821 Bosbouw;2017;533;131
5132;Wetenschappelijk onderwijs;0821 Bosbouw;2018;562;122
5133;Wetenschappelijk onderwijs;0821 Bosbouw;2019;607;116
5134;Wetenschappelijk onderwijs;0821 Bosbouw;2020;702;143
5135;Wetenschappelijk onderwijs;0821 Bosbouw;2021;747;143
5136;Wetenschappelijk onderwijs;083 Visserij;2010;57;15
5137;Wetenschappelijk onderwijs;083 Visserij;2011;70;14
5138;Wetenschappelijk onderwijs;083 Visserij;2012;79;16
5139;Wetenschappelijk onderwijs;083 Visserij;2013;75;12
5140;Wetenschappelijk onderwijs;083 Visserij;2014;81;13
5141;Wetenschappelijk onderwijs;083 Visserij;2015;104;23
5142;Wetenschappelijk onderwijs;083 Visserij;2016;120;24
5143;Wetenschappelijk onderwijs;083 Visserij;2017;120;13
5144;Wetenschappelijk onderwijs;083 Visserij;2018;110;14
5145;Wetenschappelijk onderwijs;083 Visserij;2019;124;24
5146;Wetenschappelijk onderwijs;083 Visserij;2020;161;32
5147;Wetenschappelijk onderwijs;083 Visserij;2021;174;20
5148;Wetenschappelijk onderwijs;0831 Visserij;2010;57;15
5149;Wetenschappelijk onderwijs;0831 Visserij;2011;70;14
5150;Wetenschappelijk onderwijs;0831 Visserij;2012;79;16
5151;Wetenschappelijk onderwijs;0831 Visserij;2013;75;12
5152;Wetenschappelijk onderwijs;0831 Visserij;2014;81;13
5153;Wetenschappelijk onderwijs;0831 Visserij;2015;104;23
5154;Wetenschappelijk onderwijs;0831 Visserij;2016;120;24
